"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"WO 171/6066","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL SIGNALS. Railway Telegraph Companies and Sections.","5 Coy.","5 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10016 Communications;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4446172","81.7498856"
"WO 171/9692","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL SIGNALS. Railway Telegraph Companies.","5 Coy.","5 Coy.","01/01/1946","19460101","31/07/1946","19460731","1946 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10016 Communications;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4449798","81.7498856"
"WO 171/59","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/02/1945","19450201","28/02/1945","19450228","1945 Feb.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440167","81.7498856"
"WO 171/64","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/06/1945","19450601","30/06/1945","19450630","1945 June, July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440172","81.7498856"
"WO 171/58","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/01/1945","19450101","31/01/1945","19450131","1945 Jan.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440166","81.49846"
"WO 171/52","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/06/1944","19440601","30/06/1944","19440630","1944 June, July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440160","81.49846"
"WO 171/8302","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CAMPS AND HOLDING CENTRES. Civil Internment Camps.","5 Camp","5 Camp.","01/10/1945","19451001","31/01/1946","19460131","1945 Oct.- 1946 Jan.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10050 Internment;
        C10028 Diaries;
        C10092 Army","","C4448408","81.49846"
"WO 171/3536","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CIVIL AFFAIRS.","5 Group","5 Group.","01/08/1944","19440801","31/12/1944","19441231","1944 Aug.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443642","81.49846"
"WO 171/7578","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Salvage Depots.","5 Depot","5 Depot.","01/06/1945","19450601","31/12/1945","19451231","1945 June - Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447684","81.49846"
"WO 171/9539","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Local Purchase Sections.","5 Sec.","5 Sec.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449645","81.49846"
"WO 171/1888","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Field Survey Depots.","5 Depot","5 Depot.","01/06/1944","19440601","31/12/1944","19441231","1944 June- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441996","81.49846"
"WO 171/5858","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Railway Construction and Maintenance Groups.","5 Gp.","5 Gp.","01/01/1945","19450101","30/09/1945","19450930","1945 Jan.- Sept.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10021 Construction industries;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4445965","81.49846"
"WO 171/1421","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Port Construction and Repair Groups.","5 Gp.","5 Gp.","01/08/1944","19440801","31/12/1944","19441231","1944 Aug.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441530","81.49846"
"WO 171/5877","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Port Construction and Repair Groups.","5 Gp.","5 Gp.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445984","81.49846"
"WO 171/5864","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Regional Railway Control Teams.","5 Team","5 Team.","01/08/1945","19450801","31/12/1945","19451231","1945 Aug.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4445971","81.49846"
"WO 171/10965","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CAMPS. Civil Internment Camps.","5 Camp","5 Camp.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10050 Internment;
        C10028 Diaries;
        C10092 Army","","C4451071","81.49846"
"WO 171/5756","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Field Survey Depots.","5 Depot","5 Depot.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445863","81.49846"
"WO 171/10554","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Pioneer and Civil Labour Units.","5 Unit","5 Unit.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450660","81.49846"
"WO 171/6032","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL SIGNALS. Special Wireless Groups.","5 Gp.","5 Gp.","01/04/1945","19450401","31/07/1945","19450731","1945 Apr.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10088 Radio and television;
        C10131 Europe and Russia;
        C10016 Communications;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446138","81.49846"
"WO 171/10353","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Companies.","5 Coy.","5 Coy.","01/01/1946","19460101","31/01/1946","19460131","1946 Jan.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450459","81.49846"
"WO 171/9245","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.","5 Kings","5 Kings.","01/01/1946","19460101","31/07/1946","19460731","1946 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449351","81.49846"
"WO 171/6684","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petroleum Installations.","5 Installation","5 Installation.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446790","81.49846"
"WO 171/6152","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Companies.","5 Coy.","5 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446258","81.49846"
"WO 171/9743","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Companies.","5 Coy.","5 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449849","81.49846"
"WO 171/10046","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Independent Station Maintenance Sections.","5 Sec.","5 Sec.","01/05/1946","19460501","31/05/1946","19460531","1946 May, June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450152","81.32152"
"WO 171/5769","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Engineering Local Purchase Section.","5 Sec.","5 Sec.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445876","81.32152"
"WO 171/54","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/08/1944","19440801","31/08/1944","19440831","1944 Aug.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440162","81.32152"
"WO 171/9584","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Regional Railway Control Teams.","5 Team","5 Team.","01/01/1946","19460101","31/03/1946","19460331","1946 Jan.- Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4449690","81.32152"
"WO 171/9281","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.","5 Seaforth","5 Seaforth.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449387","81.32152"
"WO 171/60","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/02/1945","19450201","28/02/1945","19450228","1945 Feb., Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440168","81.32152"
"WO 171/55","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/09/1944","19440901","30/09/1944","19440930","1944 Sept.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440163","81.32152"
"WO 171/6784","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY ORDNANCE CORPS. Enemy Ammunition Depot Control Units.","5 Unit","5 Unit.","01/05/1945","19450501","31/05/1945","19450531","1945 May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446890","81.32152"
"WO 171/1434","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Railway Construction and Maintenance Groups.","5 Gp.","5 Gp.","01/06/1944","19440601","31/12/1944","19441231","1944 June- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10021 Construction industries;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4441543","81.32152"
"WO 171/6679","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petrol Stores Depots.","5 Depot","5 Depot.","01/08/1945","19450801","30/11/1945","19451130","1945 Aug.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446785","81.32152"
"WO 171/10005","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petroleum Installations.","5 Installation","5 Installation.","01/01/1946","19460101","30/04/1946","19460430","1946 Jan.-Apr.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450111","81.32152"
"WO 171/1441","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Chief Engineer Works.","5 Wks","5 Wks.
Note: See also WO 171/1456","01/06/1944","19440601","30/09/1944","19440930","1944 June-Sept","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441550","81.32152"
"WO 171/6013","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL SIGNALS. Multi-Channel Sections.","5 Sec.","5 Sec.","01/01/1945","19450101","30/11/1945","19451130","1945 Jan.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446119","81.32152"
"WO 171/8273","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. FORWARD MAINTENANCE AREAS. Control Centres.","5 Centre","5 Centre.","01/01/1945","19450101","31/05/1945","19450531","1945 Jan.- May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4448379","81.32152"
"WO 171/3033","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Companies.","5 Coy.","5 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443141","81.32152"
"WO 171/6958","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY ORDNANCE CORPS. Depot Control Groups.","5 Gp.","5 Gp.","01/06/1945","19450601","31/12/1945","19451231","1945 June - Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447064","81.32152"
"WO 171/9297","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.","5 Wilts","5 Wilts.","01/01/1946","19460101","30/04/1946","19460430","1946 Jan.- Apr.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449403","81.32152"
"WO 171/63","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. SUPREME HEADQUARTERS ALLIED EXPEDITIONARY FORCE. Headquarters.","G.5","G.5.","01/05/1945","19450501","31/05/1945","19450531","1945 May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440171","81.27808"
"WO 171/2014","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL SIGNALS. Railway Telegraph Companies.","5 Coy.","5 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10016 Communications;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army;
        C10089 Railways","","C4442122","81.27808"
"WO 171/3720","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. FORWARD MAINTENANCE AREAS. Control Centres.","5 Centre","5 Centre.","01/06/1944","19440601","31/12/1944","19441231","1944 June - Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443826","81.27808"
"WO 171/2311","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petroleum Installations.","5 Installations","5 Installations.","01/04/1944","19440401","31/12/1944","19441231","1944 Apr.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442419","81.27808"
"WO 171/7078","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Light Anti- Aircraft Searchlight Workshops.","5 Wksp.","5 Wksp.","01/01/1945","19450101","31/07/1945","19450731","1945 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447184","81.27808"
"WO 171/2264","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petrol Depots.","5 Depot","5 Depot.","01/05/1944","19440501","31/12/1944","19441231","1944 May- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442372","81.27808"
"WO 171/1955","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Bomb Disposal Companies.","5 Coy.","5 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442063","81.27808"
"WO 171/9534","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Field Survey Depots and Sections.","5 Depot","5 Depot.","01/01/1946","19460101","31/01/1946","19460131","1946 Jan., Feb.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449640","81.27808"
"WO 171/9215","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY REGIMENTS.","5 Camerons","5 Camerons.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449321","81.27808"
"WO 171/10184","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY ORDNANCE CORPS. Depot Control Groups.","5 Gp.","5 Gp.","01/01/1946","19460101","31/03/1946","19460331","1946 Jan.- Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450290","81.27808"
"WO 171/1012","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARTILLERY. Royal Horse Artillery Regiments.","5 Regt.","5 Regt.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Apr., Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441121","81.27808"
"WO 171/7232","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Companies.","5 Coy.","5 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447338","81.27808"
"WO 171/5763","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Field Survey Sections.","5 Sec.","5 Sec.","01/01/1945","19450101","31/10/1945","19451031","1945 Jan - Oct.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445870","81.27808"
