"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"WO 171/9474","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","791 Coy.","791 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449580","151.490356"
"WO 171/5662","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","810 Coy.","810 Coy.","01/01/1945","19450101","31/10/1945","19451031","1945 Jan.- Oct.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445769","151.490356"
"WO 171/5665","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","855 Coy.","855 Coy.","01/01/1945","19450101","31/07/1945","19450731","1945 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445772","151.490356"
"WO 171/1679","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","677 Coy","677 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441787","151.490356"
"WO 171/9483","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","883 Coy.","883 Coy.","01/01/1946","19460101","31/05/1946","19460531","1946 Jan.- May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449589","151.490356"
"WO 171/9487","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","930 Coy.","930 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449593","151.490356"
"WO 171/9489","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","935 Coy.","935 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449595","151.490356"
"WO 171/5467","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","125 Coy.","125 Coy.","01/01/1945","19450101","31/07/1945","19450731","1945 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445574","151.490356"
"WO 171/5457","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","104 Coy.","104 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445564","151.490356"
"WO 171/5463","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","117 Coy.","117 Coy.","01/01/1945","19450101","31/07/1945","19450731","1945 Jan.- July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445570","151.490356"
"WO 171/5723","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","1024 Coy.","1024 Coy.","01/01/1945","19450101","30/04/1945","19450430","1945 Jan.- Apr.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445830","151.490356"
"WO 171/7119","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Recovery Companies.","910 Coy.","910 Coy.","01/03/1945","19450301","31/07/1945","19450731","1945 Mar.-July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447225","151.490356"
"WO 171/5445","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","74 Coy.","74 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445552","151.490356"
"WO 171/5684","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","934 Coy.","934 Coy.","01/01/1945","19450101","30/11/1945","19451130","1945 Jan.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445791","151.490356"
"WO 171/4204","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. DIVISIONS. 15 Infantry Division.","Provost Coy.","Provost Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4444311","151.490356"
"WO 171/5439","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","66 Coy.","66 Coy.","01/01/1945","19450101","30/11/1945","19451130","1945 Jan.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445546","151.490356"
"WO 171/9451","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","677 Coy.","677 Coy.","01/01/1946","19460101","31/03/1946","19460331","1946 Jan.- Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449557","151.490356"
"WO 171/9351","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","20 Coy.","20 Coy.","01/01/1946","19460101","30/04/1946","19460430","1946 Jan.- Apr.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449457","151.490356"
"WO 171/9461","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","710 Coy.","710 Coy.","01/01/1946","19460101","31/01/1946","19460131","1946 Jan., Feb.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449567","151.490356"
"WO 171/9459","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","700 Coy","700 Coy.","01/01/1946","19460101","31/01/1946","19460131","1946 Jan.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449565","151.490356"
"WO 171/5627","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","710 Coy.","710 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445734","151.490356"
"WO 171/5647","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","762 Coy.","762 Coy.","01/01/1945","19450101","31/10/1945","19451031","1945 Jan.- Oct.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445754","151.490356"
"WO 171/9372","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","151 Coy.","151 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449478","151.490356"
"WO 171/9376","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","162 Coy.","162 Coy.","01/01/1946","19460101","31/03/1946","19460331","1946 Jan.- Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449482","151.490356"
"WO 171/9377","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","164 Coy.","164 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449483","151.490356"
"WO 171/1522","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","55 Coy.","55 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.-Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441631","151.490356"
"WO 171/3359","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","22 Coy.","22 Coy.","01/02/1944","19440201","31/12/1944","19441231","1944 Feb.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443465","151.490356"
"WO 171/1678","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","674 Coy","674 Coy.","01/04/1944","19440401","31/12/1944","19441231","1944 Apr., May, July- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441786","151.490356"
"WO 171/5612","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","687 Coy.","687 Coy.","01/06/1945","19450601","31/12/1945","19451231","1945 June - Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445719","151.490356"
"WO 171/5609","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","679 Coy.","679 Coy.","01/04/1945","19450401","30/11/1945","19451130","1945 Apr.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445716","151.490356"
"WO 171/5443","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","72 Coy.","72 Coy.","01/01/1945","19450101","31/08/1945","19450831","1945 Jan.- Aug.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445550","151.490356"
"WO 171/5453","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","91 Coy.","91 Coy.","01/01/1945","19450101","30/06/1945","19450630","1945 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445560","151.490356"
"WO 171/5454","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","92 Coy.","92 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445561","151.490356"
"WO 171/5581","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","584 Coy.","584 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445688","151.490356"
"WO 171/9492","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","940 Coy.","940 Coy.","01/01/1946","19460101","31/03/1946","19460331","1946 Jan.- Mar.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449598","151.490356"
"WO 171/9380","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","181 Coy.","181 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449486","151.490356"
"WO 171/5568","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","553 Coy.","553 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445675","151.490356"
"WO 171/9427","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","548 Coy.","548 Coy.","01/01/1946","19460101","30/04/1946","19460430","1946 Jan.- Apr.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449533","151.490356"
"WO 171/5516","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","239 Coy.","239 Coy.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445623","151.490356"
"WO 171/9391","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","229 Coy.","229 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449497","151.490356"
"WO 171/9390","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","224 Coy.","224 Coy.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4449496","151.490356"
"WO 171/1610","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","262 Coy","262 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441718","151.490356"
"WO 171/1598","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","235 Coy.","235 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441706","151.490356"
"WO 171/1600","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","240 Coy.","240 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441708","151.490356"
"WO 171/1513","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","9 Coy.","9 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441622","151.490356"
"WO 171/1603","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","244 Coy.","244 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441711","151.490356"
"WO 171/1645","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","554 Coy","554 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441753","151.490356"
"WO 171/1643","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","552 Coy","552 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441751","151.490356"
"WO 171/1684","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","693 Coy","693 Coy.","01/03/1944","19440301","31/12/1944","19441231","1944 Mar.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441792","151.490356"
"WO 171/1703","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","759 Coy.","759 Coy.","01/03/1944","19440301","31/12/1944","19441231","1944 Mar.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441811","151.490356"
"WO 171/1725","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","876 Coy.","876 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441833","151.490356"
"WO 171/3379","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","120 Coy.","120 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443485","151.490356"
"WO 171/3386","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","241 Coy.","241 Coy.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443492","151.490356"
"WO 171/3378","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","113 Coy.","113 Coy.","01/02/1944","19440201","31/12/1944","19441231","1944 Feb.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443484","151.490356"
"WO 171/3382","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","187 Coy.","187 Coy.","01/09/1944","19440901","31/12/1944","19441231","1944 Sept.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443488","151.490356"
"WO 171/3399","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PROVOST. Companies.","608 Coy.","608 Coy.","01/09/1944","19440901","31/12/1944","19441231","1944 Sept.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443505","151.490356"
"WO 171/5695","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ENGINEERS. Companies.","961 Coy.","961 Coy.","01/01/1945","19450101","30/06/1945","19450630","1945 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4445802","151.490356"
